"RN","ThreAss","ThreCon","intervention","step","Asupp","Bsupp","ABsupp","Apos","Aneg","A","Bpos","Bneg","B","ABpos","ABneg","AB","sr-supporters","sr-opponents","satisfaction-rate","support-rate"
"50","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","1","0.8","1","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","80","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"47","1","0.8","0","51","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"49","1","1","0","8","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","80","7","33","0","0","7","0","31","2","0","0","0","0","0.9393939393939394","0","0.775","0.825"
"48","1","0.8","1","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","58","7","33","0","3","4","0","23","10","0","0","0","0","0.696969696969697","0.42857142857142855","0.65","0.825"
"47","1","0.8","0","52","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"50","1","1","1","1","16","20","4","11","5","0","15","4","1","4","0","0","0.75","0.6875","0.75","0.5"
"41","1","0.2","0","83","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"42","1","0.2","1","81","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"44","1","0.4","1","81","5","35","0","0","5","0","33","2","0","0","0","0","0.9428571428571428","0","0.825","0.875"
"48","1","0.8","1","22","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","2","18","21","1","14","3","1","14","6","1","1","0","0","0.6666666666666666","0.7777777777777778","0.725","0.525"
"47","1","0.8","0","53","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"46","1","0.6","1","59","7","33","0","3","4","0","23","10","0","0","0","0","0.696969696969697","0.42857142857142855","0.65","0.825"
"49","1","1","0","9","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","84","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"48","1","0.8","1","23","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","54","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"44","1","0.4","1","82","4","36","0","0","4","0","34","2","0","0","0","0","0.9444444444444444","0","0.85","0.9"
"50","1","1","1","3","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","82","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"49","1","1","0","10","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","60","7","33","0","3","4","0","23","10","0","0","0","0","0.696969696969697","0.42857142857142855","0.65","0.825"
"48","1","0.8","1","24","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","4","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","55","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"44","1","0.4","1","83","3","37","0","0","3","0","35","2","0","0","0","0","0.9459459459459459","0","0.875","0.925"
"49","1","1","0","11","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","61","7","33","0","3","4","0","23","10","0","0","0","0","0.696969696969697","0.42857142857142855","0.65","0.825"
"42","1","0.2","1","83","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"41","1","0.2","0","85","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"48","1","0.8","1","25","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","5","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","56","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"49","1","1","0","12","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","84","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"46","1","0.6","1","62","7","33","0","3","4","0","23","9","1","0","0","0","0.696969696969697","0.42857142857142855","0.65","0.825"
"48","1","0.8","1","26","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","6","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","84","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"47","1","0.8","0","57","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"49","1","1","0","13","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","86","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"48","1","0.8","1","27","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","63","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","7","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","14","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","58","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"44","1","0.4","1","85","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"48","1","0.8","1","28","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","85","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"50","1","1","1","8","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","15","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","87","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"46","1","0.6","1","64","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"47","1","0.8","0","59","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"48","1","0.8","1","29","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","86","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"50","1","1","1","9","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","16","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","86","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"48","1","0.8","1","30","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","60","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"46","1","0.6","1","65","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"41","1","0.2","0","88","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"50","1","1","1","10","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","17","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","87","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"47","1","0.8","0","61","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"48","1","0.8","1","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","89","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"46","1","0.6","1","66","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","11","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","18","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","62","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"42","1","0.2","1","87","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"48","1","0.8","1","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","12","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","19","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","63","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"44","1","0.4","1","88","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"41","1","0.2","0","90","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"46","1","0.6","1","67","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"42","1","0.2","1","88","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"49","1","1","0","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","64","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"50","1","1","1","13","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","89","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"46","1","0.6","1","68","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"41","1","0.2","0","91","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"48","1","0.8","1","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","14","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","65","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"42","1","0.2","1","89","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"44","1","0.4","1","90","2","38","0","0","2","0","36","2","0","0","0","0","0.9473684210526315","0","0.9","0.95"
"46","1","0.6","1","69","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"49","1","1","0","22","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","66","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"50","1","1","1","15","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","92","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"42","1","0.2","1","90","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"44","1","0.4","1","91","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"46","1","0.6","1","70","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"49","1","1","0","23","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","36","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","67","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"50","1","1","1","16","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","93","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"47","1","0.8","0","68","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"46","1","0.6","1","71","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","17","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","37","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","92","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"49","1","1","0","24","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","91","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"50","1","1","1","18","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","69","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"49","1","1","0","25","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","72","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"41","1","0.2","0","94","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"44","1","0.4","1","93","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"47","1","0.8","0","70","19","20","1","14","4","1","13","6","1","1","0","0","0.65","0.7368421052631579","0.7","0.5"
"49","1","1","0","26","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","92","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"50","1","1","1","19","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","73","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"48","1","0.8","1","38","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","94","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"41","1","0.2","0","95","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"47","1","0.8","0","71","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"49","1","1","0","27","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","20","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","39","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","74","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"42","1","0.2","1","93","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"47","1","0.8","0","72","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"49","1","1","0","28","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","95","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"50","1","1","1","21","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","96","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"48","1","0.8","1","40","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","75","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"49","1","1","0","29","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","73","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"44","1","0.4","1","96","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"42","1","0.2","1","94","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"50","1","1","1","22","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","41","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","30","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","74","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"41","1","0.2","0","97","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"46","1","0.6","1","76","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"44","1","0.4","1","97","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"50","1","1","1","23","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","42","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","95","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"47","1","0.8","0","75","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"49","1","1","0","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","77","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"48","1","0.8","1","43","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"44","1","0.4","1","98","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"50","1","1","1","24","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","98","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"47","1","0.8","0","76","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"49","1","1","0","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","96","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"50","1","1","1","25","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","44","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","77","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"46","1","0.6","1","78","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"41","1","0.2","0","99","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"44","1","0.4","1","99","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"49","1","1","0","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","45","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","26","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","78","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"42","1","0.2","1","97","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"46","1","0.6","1","79","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"44","1","0.4","1","100","1","39","0","0","1","0","37","2","0","0","0","0","0.9487179487179487","0","0.925","0.975"
"49","1","1","0","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"41","1","0.2","0","100","40","0","0","24","13","3","0","0","0","0","0","0","0","0.6","0.6","0"
"50","1","1","1","27","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","79","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"42","1","0.2","1","98","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"46","1","0.6","1","80","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"49","1","1","0","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","46","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","80","20","19","1","14","5","1","12","6","1","1","0","0","0.631578947368421","0.7","0.675","0.475"
"50","1","1","1","28","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","47","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","36","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","81","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","29","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","81","19","20","1","12","6","1","12","8","0","1","0","0","0.6","0.631578947368421","0.625","0.5"
"42","1","0.2","1","99","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"48","1","0.8","1","48","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","37","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","82","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"47","1","0.8","0","82","17","22","1","12","4","1","15","7","0","1","0","0","0.6818181818181818","0.7058823529411765","0.7","0.55"
"50","1","1","1","30","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"48","1","0.8","1","49","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"42","1","0.2","1","100","0","40","0","0","0","0","26","13","1","0","0","0","0.65","0","0.65","1"
"49","1","1","0","38","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","83","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","31","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","83","16","23","1","11","5","0","15","8","0","1","0","0","0.6521739130434783","0.6875","0.675","0.575"
"48","1","0.8","1","50","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"49","1","1","0","39","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","84","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"50","1","1","1","32","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","84","13","26","1","9","4","0","18","8","0","1","0","0","0.6923076923076923","0.6923076923076923","0.7","0.65"
"49","1","1","0","40","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","33","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","85","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"47","1","0.8","0","85","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"49","1","1","0","41","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","34","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","86","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"47","1","0.8","0","86","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"49","1","1","0","42","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"46","1","0.6","1","87","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"47","1","0.8","0","87","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"49","1","1","0","43","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"50","1","1","1","35","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
"47","1","0.8","0","88","11","28","1","9","2","0","19","9","0","1","0","0","0.6785714285714286","0.8181818181818182","0.725","0.7"
"46","1","0.6","1","88","7","33","0","3","4","0","24","9","0","0","0","0","0.7272727272727273","0.42857142857142855","0.675","0.825"
"49","1","1","0","44","17","22","1","13","3","1","14","7","1","1","0","0","0.6363636363636364","0.7647058823529411","0.7","0.55"
